query_id,user_id,role,department,database_name,table_name,query_type,query_text,rows_accessed,execution_time_ms,timestamp,hour,day_of_week,weekend_access,source_ip,country,device_type,sensitive_table,download_size_mb,failed_query_attempts,query_frequency_last_hour,database_sensitivity,privileged_user,behavior_anomaly_score,risk_label
QRY000116,USR00926,DBA,IT,HRDB,attendance,INSERT,INSERT INTO attendance VALUES (...),194,93,2026-06-01 19:11:56,12,Thursday,False,182.134.23.148,India,Linux Workstation,False,9.73,0,4,CRITICAL,True,6.99,LOW
QRY000117,USR00946,Developer,Operations,AuditDB,tickets,SELECT,SELECT * FROM tickets,235,283,2026-03-17 09:49:01,10,Tuesday,False,3.75.30.55,India,Tablet,False,7.82,1,5,MEDIUM,False,16.31,LOW
QRY000118,USR01149,Manager,IT,HRDB,logs,UPDATE,UPDATE logs SET status='active',846,24,2026-06-16 16:26:02,19,Wednesday,False,98.242.116.237,India,MacBook,False,2.69,1,2,CRITICAL,False,11.35,LOW
QRY000119,USR00487,Manager,HR,HRDB,employees,DELETE,DELETE FROM employees,930284,6106,2026-04-24 00:33:41,19,Friday,False,90.157.223.20,Brazil,Windows Laptop,True,502.61,3,55,LOW,False,249.79,HIGH
QRY000120,USR00142,Developer,IT,CustomerDB,products,UPDATE,UPDATE products SET status='active',656,135,2026-01-08 12:44:42,6,Wednesday,False,57.101.13.156,India,Linux Workstation,False,2.23,1,5,LOW,False,15.79,LOW
QRY000121,USR00498,SecurityAnalyst,Operations,AuditDB,attendance,SELECT,SELECT * FROM attendance,10522,1964,2026-04-11 15:30:40,11,Friday,False,3.59.70.245,India,Linux Workstation,False,39.83,2,19,CRITICAL,False,49.54,MEDIUM
QRY000122,USR00083,Manager,Operations,PayrollDB,logs,SELECT,SELECT * FROM logs,178,197,2026-04-12 04:34:59,0,Sunday,True,166.194.209.8,India,Linux Workstation,False,8.46,0,5,HIGH,False,8.36,LOW
QRY000123,USR00346,Admin,Security,FinanceDB,products,INSERT,INSERT INTO products VALUES (...),39,473,2026-04-25 11:13:11,10,Tuesday,False,37.234.88.39,India,Tablet,False,4.8,1,6,HIGH,True,17.48,LOW
QRY000124,USR01088,Developer,Finance,CustomerDB,salary,SELECT,SELECT * FROM salary,827160,10447,2026-01-31 20:56:53,1,Monday,False,193.24.230.112,Russia,MacBook,True,333.06,6,44,MEDIUM,False,230.02,HIGH
QRY000125,USR01175,DBA,Operations,FinanceDB,tickets,INSERT,INSERT INTO tickets VALUES (...),99,139,2026-02-10 11:29:29,13,Tuesday,False,209.135.138.6,India,Linux Workstation,False,9.78,0,4,HIGH,True,6.99,LOW
QRY000126,USR00841,DBA,HR,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',7663,2146,2026-03-10 10:16:00,8,Wednesday,False,28.135.180.200,Germany,Linux Workstation,False,75.27,3,26,MEDIUM,True,71.29,MEDIUM
QRY000127,USR00896,DBA,HR,PayrollDB,logs,SELECT,SELECT * FROM logs,178,329,2026-03-23 19:55:55,5,Friday,False,132.246.108.64,India,Linux Workstation,False,4.11,0,7,CRITICAL,True,10.93,LOW
QRY000128,USR00044,Admin,Finance,HRDB,products,UPDATE,UPDATE products SET status='active',5361,1898,2026-01-18 12:03:51,23,Wednesday,False,196.42.97.22,Brazil,Linux Workstation,False,75.94,3,25,CRITICAL,True,69.63,MEDIUM
QRY000129,USR00642,Admin,IT,FinanceDB,employees,SELECT,SELECT * FROM employees,30262,808,2026-02-11 02:25:58,7,Friday,False,66.186.35.245,India,Linux Workstation,True,50.39,2,19,LOW,True,52.57,MEDIUM
QRY000130,USR00690,Developer,Security,AuditDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,35814,2009,2026-01-30 19:29:57,11,Saturday,True,199.85.152.131,Brazil,Windows Laptop,True,33.02,2,10,MEDIUM,False,37.88,MEDIUM
QRY000131,USR01013,Admin,IT,FinanceDB,tickets,UPDATE,UPDATE tickets SET status='active',8695,1036,2026-06-15 18:07:39,0,Thursday,False,170.162.90.95,Germany,Tablet,False,29.93,1,10,MEDIUM,True,26.86,MEDIUM
QRY000132,USR01023,SecurityAnalyst,IT,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',104,123,2026-04-17 15:34:10,11,Sunday,True,29.112.58.141,India,Tablet,False,9.72,1,10,CRITICAL,False,23.98,LOW
QRY000133,USR00496,SecurityAnalyst,HR,AuditDB,products,SELECT,SELECT * FROM products,39130,1471,2026-02-07 13:30:09,3,Wednesday,False,173.203.254.165,India,Mobile,False,92.26,1,15,HIGH,False,43.64,MEDIUM
QRY000134,USR00450,Admin,Finance,FinanceDB,inventory,SELECT,SELECT * FROM inventory,945,386,2026-04-17 14:50:46,18,Monday,False,32.157.13.10,India,MacBook,False,3.9,0,9,HIGH,True,13.98,LOW
QRY000135,USR01067,Developer,Finance,FinanceDB,tickets,INSERT,INSERT INTO tickets VALUES (...),521,108,2026-02-28 06:51:06,22,Saturday,True,213.244.100.95,India,Windows Laptop,False,0.21,1,2,MEDIUM,False,11.07,LOW
QRY000136,USR00583,SecurityAnalyst,IT,HRDB,inventory,INSERT,INSERT INTO inventory VALUES (...),697,92,2026-01-02 12:35:22,6,Friday,False,137.251.55.220,India,Linux Workstation,False,2.61,0,1,MEDIUM,False,1.83,LOW
QRY000137,USR00646,SecurityAnalyst,HR,HRDB,tickets,UPDATE,UPDATE tickets SET status='active',602,312,2026-01-17 20:47:09,3,Wednesday,False,176.126.231.252,India,MacBook,False,2.49,1,7,MEDIUM,False,18.81,LOW
QRY000138,USR00374,Manager,Operations,HRDB,tickets,UPDATE,UPDATE tickets SET status='active',891,380,2026-06-06 20:16:28,18,Tuesday,False,183.153.193.123,India,Tablet,False,6.57,0,9,CRITICAL,False,14.25,LOW
QRY000139,USR00049,DBA,Operations,CustomerDB,tickets,INSERT,INSERT INTO tickets VALUES (...),287,214,2026-05-27 02:15:57,12,Sunday,True,26.195.21.79,India,Mobile,False,2.44,1,1,HIGH,True,9.77,LOW
QRY000140,USR00995,SecurityAnalyst,HR,AuditDB,customers,SELECT,SELECT * FROM customers,920595,2043,2026-04-08 17:08:07,22,Friday,False,167.9.189.98,Germany,Linux Workstation,True,646.36,3,34,CRITICAL,False,231.7,HIGH
QRY000141,USR01075,DBA,Security,CustomerDB,products,SELECT,SELECT * FROM products,732,337,2026-01-07 04:47:09,6,Tuesday,False,148.208.159.63,India,Tablet,False,8.18,0,6,LOW,True,9.89,LOW
QRY000142,USR01071,Developer,IT,AuditDB,attendance,SELECT,SELECT * FROM attendance,365,151,2026-03-24 11:02:38,5,Saturday,True,83.146.233.75,India,Tablet,False,0.05,0,7,LOW,False,10.54,LOW
QRY000143,USR00420,Developer,HR,AuditDB,products,SELECT,SELECT * FROM products,460,477,2026-02-01 00:28:14,3,Wednesday,False,55.173.112.129,India,Windows Laptop,False,9.33,1,2,HIGH,False,11.98,LOW
QRY000144,USR00119,Developer,Security,HRDB,attendance,UPDATE,UPDATE attendance SET status='active',444,146,2026-03-14 02:53:53,7,Sunday,True,79.201.184.114,India,MacBook,False,5.41,0,3,MEDIUM,False,5.09,LOW
QRY000145,USR00475,Developer,Operations,HRDB,logs,UPDATE,UPDATE logs SET status='active',846,112,2026-01-23 06:20:45,5,Thursday,False,223.60.160.242,India,Linux Workstation,False,7.37,0,3,CRITICAL,False,5.32,LOW
QRY000146,USR00018,DBA,Security,CustomerDB,inventory,SELECT,SELECT * FROM inventory,37305,2946,2026-04-21 19:46:42,8,Tuesday,False,62.72.26.154,Brazil,Mobile,False,72.86,2,26,HIGH,True,66.02,MEDIUM
QRY000147,USR00378,Developer,IT,PayrollDB,inventory,INSERT,INSERT INTO inventory VALUES (...),91,236,2026-05-03 02:45:35,8,Monday,False,116.242.38.11,India,Linux Workstation,False,1.95,0,3,LOW,False,4.7,LOW
QRY000148,USR00934,Admin,Finance,FinanceDB,tickets,UPDATE,UPDATE tickets SET status='active',417,490,2026-01-06 10:48:53,8,Monday,False,211.221.146.198,India,Windows Laptop,False,4.34,1,2,HIGH,True,11.48,LOW
QRY000149,USR00512,Manager,Operations,CustomerDB,employees,SELECT,SELECT * FROM employees,933541,14456,2026-03-27 23:42:56,1,Monday,False,157.209.237.117,Netherlands,Linux Workstation,True,124.14,9,81,MEDIUM,False,299.27,HIGH
QRY000150,USR01159,SecurityAnalyst,Operations,FinanceDB,customers,DELETE,DELETE FROM customers,333239,12760,2026-05-18 18:25:30,2,Sunday,True,39.231.181.45,Netherlands,Tablet,True,224.53,8,57,MEDIUM,False,205.28,HIGH
QRY000151,USR00277,Admin,IT,HRDB,logs,UPDATE,UPDATE logs SET status='active',403,78,2026-01-18 19:51:02,6,Tuesday,False,98.117.6.201,India,Windows Laptop,False,8.65,0,4,LOW,True,6.91,LOW
QRY000152,USR00920,DBA,Operations,HRDB,products,UPDATE,UPDATE products SET status='active',20278,2609,2026-03-01 19:50:20,23,Monday,False,56.44.169.167,Brazil,MacBook,False,43.19,2,28,MEDIUM,True,64.35,MEDIUM
QRY000153,USR00733,SecurityAnalyst,Security,FinanceDB,attendance,INSERT,INSERT INTO attendance VALUES (...),679,438,2026-03-28 07:27:19,10,Tuesday,False,198.113.109.248,India,Windows Laptop,False,3.36,0,2,HIGH,False,3.4,LOW
QRY000154,USR00331,Admin,Security,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',159,461,2026-05-29 21:30:39,2,Friday,False,165.236.236.5,India,MacBook,False,3.77,1,8,LOW,True,20.39,LOW
QRY000155,USR00190,Manager,Finance,CustomerDB,products,SELECT,SELECT * FROM products,590,319,2026-03-21 09:56:04,9,Saturday,True,86.181.97.6,India,Tablet,False,4.56,0,6,MEDIUM,False,9.51,LOW
QRY000156,USR01194,SecurityAnalyst,IT,PayrollDB,salary,SELECT,SELECT * FROM salary,664018,8498,2026-03-03 03:57:57,0,Monday,False,76.224.234.80,Germany,Windows Laptop,True,783.91,7,47,CRITICAL,False,271.29,HIGH
QRY000157,USR00237,SecurityAnalyst,IT,HRDB,customers,SELECT,SELECT * FROM customers,21343,1138,2026-05-16 05:23:31,7,Wednesday,False,30.59.199.228,Germany,Linux Workstation,True,53.6,1,11,CRITICAL,False,31.99,MEDIUM
QRY000158,USR00228,Manager,Security,CustomerDB,tickets,INSERT,INSERT INTO tickets VALUES (...),904,433,2026-02-07 18:49:44,14,Wednesday,False,68.199.66.57,India,MacBook,False,2.2,1,10,MEDIUM,False,23.31,LOW
QRY000159,USR00130,Admin,HR,FinanceDB,bank_accounts,UPDATE,UPDATE bank_accounts SET status='active',41292,1670,2026-02-20 00:32:43,16,Friday,False,80.33.211.161,India,Tablet,True,29.47,1,16,HIGH,True,39.08,MEDIUM
QRY000160,USR00117,DBA,Operations,FinanceDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,18284,1806,2026-01-04 15:21:37,10,Tuesday,False,115.83.135.127,Germany,Linux Workstation,True,73.68,3,20,CRITICAL,True,63.2,MEDIUM
QRY000161,USR00992,Manager,HR,PayrollDB,inventory,UPDATE,UPDATE inventory SET status='active',42399,1203,2026-01-27 17:18:44,0,Thursday,False,120.156.65.74,Brazil,MacBook,False,75.9,3,13,HIGH,False,55.33,MEDIUM
QRY000162,USR00874,SecurityAnalyst,HR,FinanceDB,logs,SELECT,SELECT * FROM logs,962,397,2026-03-21 07:20:27,2,Tuesday,False,91.201.64.253,India,Linux Workstation,False,2.41,1,8,HIGH,False,20.34,LOW
QRY000163,USR00405,SecurityAnalyst,Operations,PayrollDB,products,SELECT,SELECT * FROM products,632,293,2026-04-27 21:27:01,3,Saturday,True,216.154.40.219,India,Mobile,False,2.65,1,6,CRITICAL,False,17.33,LOW
QRY000164,USR00780,Developer,IT,CustomerDB,attendance,UPDATE,UPDATE attendance SET status='active',24744,2875,2026-01-16 05:49:58,11,Sunday,True,187.107.184.145,India,Linux Workstation,False,70.75,2,13,HIGH,False,45.05,MEDIUM
QRY000165,USR00116,DBA,HR,AuditDB,products,UPDATE,UPDATE products SET status='active',251,134,2026-03-28 20:54:32,9,Thursday,False,62.151.55.60,India,Tablet,False,9.36,0,3,MEDIUM,True,5.46,LOW
QRY000166,USR00670,Admin,Operations,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',108,498,2026-03-25 16:11:58,8,Sunday,True,99.233.244.65,India,Mobile,False,5.19,0,6,LOW,True,9.53,LOW
QRY000167,USR01020,DBA,Operations,PayrollDB,inventory,INSERT,INSERT INTO inventory VALUES (...),578,230,2026-02-10 07:57:44,2,Wednesday,False,13.17.190.151,India,Tablet,False,1.94,1,7,MEDIUM,True,18.75,LOW
QRY000168,USR00604,Admin,Security,HRDB,attendance,INSERT,INSERT INTO attendance VALUES (...),194,270,2026-05-24 00:43:58,12,Monday,False,131.75.8.11,India,Windows Laptop,False,2.12,1,9,CRITICAL,True,21.73,LOW
QRY000169,USR01022,SecurityAnalyst,Finance,PayrollDB,products,INSERT,INSERT INTO products VALUES (...),743,144,2026-04-03 15:37:59,19,Thursday,False,129.198.58.237,India,Windows Laptop,False,9.08,1,1,LOW,False,10.48,LOW
QRY000170,USR00412,SecurityAnalyst,IT,HRDB,inventory,UPDATE,UPDATE inventory SET status='active',428,286,2026-04-30 20:23:51,8,Tuesday,False,66.143.12.122,India,Tablet,False,8.37,0,9,MEDIUM,False,14.38,LOW
QRY000171,USR01046,SecurityAnalyst,HR,HRDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,118347,6785,2026-02-23 05:30:01,3,Wednesday,False,155.215.2.58,Brazil,Tablet,True,365.31,7,98,MEDIUM,False,251.37,HIGH
QRY000172,USR00361,DBA,Operations,CustomerDB,attendance,INSERT,INSERT INTO attendance VALUES (...),462,334,2026-01-23 00:56:49,14,Monday,False,45.253.36.140,India,Linux Workstation,False,2.21,1,4,MEDIUM,True,14.27,LOW
QRY000173,USR00331,Admin,HR,AuditDB,products,SELECT,SELECT * FROM products,531,345,2026-03-25 20:54:41,13,Tuesday,False,57.105.92.193,India,Linux Workstation,False,9.36,1,8,MEDIUM,True,20.99,LOW
QRY000174,USR00983,SecurityAnalyst,IT,FinanceDB,attendance,SELECT,SELECT * FROM attendance,304,157,2026-05-30 08:08:47,9,Sunday,True,209.180.208.197,India,Windows Laptop,False,2.58,1,7,HIGH,False,18.79,LOW
QRY000175,USR00241,Developer,Security,HRDB,credit_cards,UPDATE,UPDATE credit_cards SET status='active',9046,2330,2026-04-27 23:55:18,12,Friday,False,170.44.152.77,Brazil,MacBook,True,65.46,3,10,CRITICAL,False,46.45,MEDIUM
QRY000176,USR00733,Developer,HR,HRDB,products,UPDATE,UPDATE products SET status='active',934,288,2026-04-26 02:09:02,1,Thursday,False,134.155.181.68,India,MacBook,False,5.3,0,8,HIGH,False,12.62,LOW
QRY000177,USR01042,SecurityAnalyst,Operations,PayrollDB,inventory,UPDATE,UPDATE inventory SET status='active',102,243,2026-05-11 18:54:01,2,Thursday,False,184.39.146.254,India,Mobile,False,7.4,1,9,MEDIUM,False,22.25,LOW
QRY000178,USR00769,Admin,IT,FinanceDB,employees,SELECT,SELECT * FROM employees,888341,11577,2026-02-12 10:56:03,14,Sunday,True,118.95.2.5,Russia,Windows Laptop,True,176.8,10,58,HIGH,True,273.51,HIGH
QRY000179,USR00767,Admin,Operations,FinanceDB,products,SELECT,SELECT * FROM products,991,229,2026-02-10 00:50:50,15,Sunday,True,150.230.42.85,India,Tablet,False,7.48,0,4,CRITICAL,True,6.85,LOW
QRY000180,USR00551,SecurityAnalyst,HR,HRDB,bank_accounts,UPDATE,UPDATE bank_accounts SET status='active',14218,2390,2026-03-26 17:16:03,1,Friday,False,104.247.211.18,India,Mobile,True,88.36,1,12,CRITICAL,False,36.26,MEDIUM
QRY000181,USR00326,Manager,IT,CustomerDB,attendance,SELECT,SELECT * FROM attendance,472,257,2026-04-18 02:30:00,6,Monday,False,49.201.182.177,India,Windows Laptop,False,2.21,0,7,LOW,False,10.77,LOW
QRY000182,USR00604,Manager,Security,HRDB,logs,UPDATE,UPDATE logs SET status='active',21,463,2026-03-20 02:19:07,9,Wednesday,False,71.132.226.152,India,Windows Laptop,False,1.29,1,10,LOW,False,23.13,LOW
QRY000183,USR00365,Developer,Security,PayrollDB,inventory,UPDATE,UPDATE inventory SET status='active',406,256,2026-01-29 09:54:09,9,Saturday,True,31.156.117.81,India,Windows Laptop,False,7.5,1,1,HIGH,False,10.29,LOW
QRY000184,USR01058,DBA,Operations,FinanceDB,tickets,INSERT,INSERT INTO tickets VALUES (...),159,109,2026-06-13 22:34:15,21,Sunday,True,103.157.65.52,India,MacBook,False,7.45,1,8,CRITICAL,True,20.76,LOW
QRY000185,USR00073,Admin,Finance,CustomerDB,tickets,UPDATE,UPDATE tickets SET status='active',745,500,2026-06-01 02:59:46,7,Wednesday,False,223.192.148.75,India,Linux Workstation,False,0.02,1,4,LOW,True,14.08,LOW
QRY000186,USR00856,DBA,Finance,FinanceDB,employees,DELETE,DELETE FROM employees,410263,11718,2026-04-25 12:33:24,11,Wednesday,False,65.196.164.207,Russia,Tablet,True,460.95,3,47,HIGH,True,181.62,HIGH
QRY000187,USR00335,Developer,Finance,AuditDB,attendance,UPDATE,UPDATE attendance SET status='active',149,155,2026-03-08 19:56:42,13,Sunday,True,13.204.90.79,India,Mobile,False,1.67,0,3,LOW,False,4.68,LOW
QRY000188,USR00250,Admin,Finance,FinanceDB,salary,DELETE,DELETE FROM salary,661227,9387,2026-06-07 16:58:13,6,Friday,False,43.110.179.245,Singapore,MacBook,True,574.05,9,76,MEDIUM,True,309.53,HIGH
QRY000189,USR00133,Developer,Security,PayrollDB,tickets,UPDATE,UPDATE tickets SET status='active',261,137,2026-03-08 21:41:50,20,Thursday,False,121.183.196.164,India,Linux Workstation,False,1.57,1,10,MEDIUM,False,23.18,LOW
QRY000190,USR00362,Manager,Finance,HRDB,attendance,UPDATE,UPDATE attendance SET status='active',764,297,2026-02-08 09:50:18,7,Sunday,True,83.15.71.170,India,MacBook,False,9.66,1,8,LOW,False,21.04,LOW
QRY000191,USR00679,SecurityAnalyst,Operations,CustomerDB,customers,SELECT,SELECT * FROM customers,219748,10302,2026-03-20 00:29:27,21,Monday,False,83.39.51.209,Netherlands,Windows Laptop,True,765.77,5,46,MEDIUM,False,207.55,HIGH
QRY000192,USR00217,DBA,Finance,AuditDB,customers,SELECT,SELECT * FROM customers,30086,2845,2026-01-10 12:28:48,0,Wednesday,False,136.246.68.218,Germany,Windows Laptop,True,98.06,2,19,LOW,True,57.31,MEDIUM
QRY000193,USR00463,Manager,Finance,AuditDB,inventory,SELECT,SELECT * FROM inventory,309,218,2026-05-22 23:05:43,20,Thursday,False,65.155.247.97,India,Mobile,False,7.99,1,4,HIGH,False,14.83,LOW
QRY000194,USR01146,Developer,Finance,FinanceDB,products,UPDATE,UPDATE products SET status='active',515,118,2026-05-09 03:48:15,17,Monday,False,155.140.111.196,India,Linux Workstation,False,8.69,0,9,HIGH,False,14.42,LOW
QRY000195,USR01013,SecurityAnalyst,IT,FinanceDB,tickets,UPDATE,UPDATE tickets SET status='active',7052,1413,2026-01-26 18:57:02,15,Tuesday,False,205.88.127.61,India,Linux Workstation,False,58.6,3,18,LOW,False,57.57,MEDIUM
QRY000196,USR00658,DBA,Security,HRDB,bank_accounts,DELETE,DELETE FROM bank_accounts,239680,14067,2026-01-05 02:31:35,5,Sunday,True,195.35.114.81,Brazil,MacBook,True,738.33,6,89,HIGH,True,279.3,HIGH
QRY000197,USR00433,Developer,IT,CustomerDB,inventory,INSERT,INSERT INTO inventory VALUES (...),825,31,2026-04-17 09:45:54,20,Sunday,True,11.91.189.241,India,Mobile,False,1.66,0,4,MEDIUM,False,6.25,LOW
QRY000198,USR01045,Admin,Finance,PayrollDB,customers,DELETE,DELETE FROM customers,832115,3040,2026-06-12 20:02:41,16,Thursday,False,2.101.201.38,Germany,Windows Laptop,True,163.11,6,46,HIGH,True,216.52,HIGH
QRY000199,USR00859,DBA,Operations,AuditDB,logs,INSERT,INSERT INTO logs VALUES (...),6,496,2026-05-30 01:28:43,22,Sunday,True,138.248.239.224,India,Tablet,False,4.07,0,9,CRITICAL,True,13.91,LOW
QRY000200,USR00107,SecurityAnalyst,Operations,FinanceDB,products,SELECT,SELECT * FROM products,45424,2336,2026-03-19 16:24:45,21,Sunday,True,183.126.106.26,Germany,Linux Workstation,False,53.29,1,24,LOW,False,53.87,MEDIUM
QRY000201,USR00453,Manager,HR,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',7134,2663,2026-02-24 15:13:23,15,Saturday,True,35.76.168.54,India,Linux Workstation,False,84.71,2,20,CRITICAL,False,55.18,MEDIUM
QRY000202,USR00440,SecurityAnalyst,Security,AuditDB,products,SELECT,SELECT * FROM products,728,204,2026-04-14 05:20:02,23,Tuesday,False,55.65.206.109,India,Tablet,False,7.33,0,5,LOW,False,8.31,LOW
QRY000203,USR01011,Admin,Security,AuditDB,logs,UPDATE,UPDATE logs SET status='active',975,350,2026-03-29 02:26:42,17,Thursday,False,208.161.148.86,India,Windows Laptop,False,8.02,0,1,MEDIUM,True,2.4,LOW
QRY000204,USR00643,DBA,IT,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',268,193,2026-02-17 11:46:07,14,Friday,False,171.161.140.62,India,Linux Workstation,False,1.94,0,5,HIGH,True,7.72,LOW
QRY000205,USR00743,DBA,Finance,AuditDB,inventory,UPDATE,UPDATE inventory SET status='active',44947,2169,2026-06-02 20:03:47,6,Wednesday,False,207.193.7.240,Brazil,MacBook,False,21.68,3,11,LOW,True,47.16,MEDIUM
QRY000206,USR00824,Manager,IT,FinanceDB,inventory,SELECT,SELECT * FROM inventory,49441,1525,2026-05-23 08:41:47,5,Monday,False,2.149.147.6,India,Mobile,False,36.9,2,26,CRITICAL,False,63.63,MEDIUM
QRY000207,USR01021,SecurityAnalyst,Finance,HRDB,logs,SELECT,SELECT * FROM logs,487,397,2026-01-21 04:30:44,21,Saturday,True,27.29.123.216,India,Tablet,False,5.12,1,8,HIGH,False,20.56,LOW
QRY000208,USR00845,DBA,HR,CustomerDB,inventory,UPDATE,UPDATE inventory SET status='active',28645,2168,2026-03-13 11:14:03,7,Monday,False,220.250.219.86,Brazil,Mobile,False,24.64,3,27,LOW,True,69.83,MEDIUM
QRY000209,USR00930,Admin,HR,HRDB,attendance,SELECT,SELECT * FROM attendance,37043,2546,2026-06-15 01:12:34,2,Saturday,True,165.236.56.145,Brazil,MacBook,False,87.55,3,21,MEDIUM,True,67.96,MEDIUM
QRY000210,USR00053,Admin,Security,HRDB,inventory,UPDATE,UPDATE inventory SET status='active',12916,1553,2026-02-18 16:48:55,14,Friday,False,1.14.34.93,Brazil,Linux Workstation,False,87.81,2,11,LOW,True,42.57,MEDIUM
QRY000211,USR00268,Developer,Operations,AuditDB,customers,SELECT,SELECT * FROM customers,2432,1367,2026-03-17 23:57:53,9,Friday,False,131.139.190.34,Brazil,Windows Laptop,True,32.81,1,25,HIGH,False,49.02,MEDIUM
QRY000212,USR00223,Manager,IT,PayrollDB,tickets,INSERT,INSERT INTO tickets VALUES (...),106,292,2026-02-25 18:05:15,7,Friday,False,216.224.200.107,India,Linux Workstation,False,0.9,1,7,LOW,False,18.6,LOW
QRY000213,USR00630,Manager,Operations,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',547,442,2026-05-15 14:46:40,7,Tuesday,False,223.113.38.160,India,Windows Laptop,False,3.85,0,2,MEDIUM,False,3.44,LOW
QRY000214,USR01071,Manager,Finance,AuditDB,logs,SELECT,SELECT * FROM logs,427,313,2026-02-19 09:33:46,23,Saturday,True,170.174.6.251,India,MacBook,False,0.62,1,9,HIGH,False,21.6,LOW
QRY000215,USR01002,Developer,Operations,CustomerDB,customers,DELETE,DELETE FROM customers,325026,6999,2026-06-06 23:54:53,1,Sunday,True,103.83.231.74,Brazil,Tablet,True,155.76,6,36,LOW,False,150.08,HIGH
QRY000216,USR01021,Manager,Finance,AuditDB,inventory,UPDATE,UPDATE inventory SET status='active',716,244,2026-03-06 20:49:15,14,Wednesday,False,98.170.222.68,India,Mobile,False,6.76,0,1,MEDIUM,False,2.25,LOW
QRY000217,USR01039,Developer,Finance,CustomerDB,customers,UPDATE,UPDATE customers SET status='active',18879,1816,2026-01-10 00:35:39,3,Sunday,True,181.23.146.75,Germany,Windows Laptop,True,44.28,2,21,HIGH,False,53.82,MEDIUM
QRY000218,USR00520,SecurityAnalyst,IT,PayrollDB,tickets,UPDATE,UPDATE tickets SET status='active',554,139,2026-03-10 09:22:01,19,Thursday,False,14.18.127.84,India,Linux Workstation,False,8.25,0,3,CRITICAL,False,5.38,LOW
